E00440,Jack Huynh,Manager,Marketing,Research & Development,Male,Asian,27,114441.00,0.10,China,Chongqing,1091,6,null
E03906,Piper Richardson,Sr. Analyst,Sales,Corporate,Female,Caucasian,38,80024.00,0.00,United States,Columbus,1066,7,null
E04562,Xavier Zheng,Account Representative,Sales,Manufacturing,Male,Asian,31,55854.00,0.00,United States,Austin,1094,7,null
E01427,Mia Cheng,Sr. Manger,Sales,Manufacturing,Female,Asian,34,154941.00,0.13,United States,Phoenix,1096,7,null
E03890,Nevaeh Jones,Vice President,Sales,Manufacturing,Female,Caucasian,31,219693.00,0.30,United States,Austin,1100,7,null
E01388,Ivy Soto,Field Engineer,Engineering,Research & Development,Female,Latino,50,91763.00,0.00,United States,Austin,1107,4,null
E03875,Aurora Simmons,Development Engineer,Engineering,Corporate,Female,Caucasian,51,96475.00,0.00,United States,Austin,1108,4,null
E04413,Andrew Thomas,Controls Engineer,Engineering,Manufacturing,Male,Caucasian,36,113781.00,0.00,United States,Columbus,1109,4,null
E04265,Natalia Diaz,Operations Engineer,Engineering,Corporate,Female,Latino,62,79785.00,0.00,United States,Austin,1126,4,null
E00527,Mateo Chu,Field Engineer,Engineering,Speciality Products,Male,Asian,27,71864.00,0.00,China,Chengdu,1129,4,null
E01713,Nolan Guzman,Field Engineer,Engineering,Speciality Products,Male,Latino,46,96997.00,0.00,Brazil,Sao Paulo,1132,4,null
E02166,Lucas Thomas,Manager,Accounting,Research & Development,Male,Caucasian,55,115798.00,0.05,United States,Miami,1159,5,null
E04131,Cora Rivera,Sr. Analyst,Marketing,Corporate,Female,Latino,42,94430.00,0.00,United States,Seattle,1119,6,null
E03061,Vivian Lewis,Manager,Marketing,Manufacturing,Female,Caucasian,65,104903.00,0.10,United States,Columbus,1124,6,null
E04769,Mila Leung,Sr. Analyst,Marketing,Corporate,Female,Asian,39,99017.00,0.00,China,Beijing,1127,6,null
E00170,Hannah Nelson,Sr. Analyst,Marketing,Speciality Products,Female,Caucasian,35,70992.00,0.00,United States,Austin,1141,6,null
E03520,Nolan Pena,Analyst,Marketing,Manufacturing,Male,Latino,30,56154.00,0.00,Brazil,Sao Paulo,1197,6,null
E02639,Hadley Parker,Vice President,Marketing,Corporate,Female,Black,30,221217.00,0.32,United States,Columbus,1200,6,null
E03901,Luca Truong,Director,Marketing,Corporate,Male,Asian,45,168846.00,0.24,China,Chongqing,1459,6,null
E04607,Landon Brown,Vice President,Marketing,Corporate,Male,Caucasian,26,223055.00,0.30,United States,Columbus,1464,6,null
E04155,Dylan Dominguez,Sr. Analyst,Marketing,Research & Development,Male,Latino,42,99697.00,0.00,Brazil,Rio de Janerio,1473,6,null
E02984,Jack Mai,Sr. Analyst,Marketing,Corporate,Male,Asian,45,92293.00,0.00,China,Chengdu,1728,6,null
E03579,Robert Zhang,Vice President,Marketing,Corporate,Male,Asian,45,202680.00,0.32,United States,Phoenix,1731,6,null
E04542,Camila Cortez,Manager,Marketing,Manufacturing,Female,Latino,29,129541.00,0.08,United States,Phoenix,1738,6,null
E03354,Austin Brown,Director,Marketing,Research & Development,Male,Caucasian,48,194723.00,0.25,United States,Phoenix,1890,6,null
E03047,Gabriella Gupta,Sr. Account Representative,Sales,Corporate,Female,Asian,41,95372.00,0.00,China,Shanghai,1111,7,null
E02850,Evelyn Dinh,Director,Sales,Research & Development,Female,Asian,41,171173.00,0.21,United States,Columbus,1114,7,null
E00691,Ezekiel Desai,Director,Finance,Research & Development,Male,Asian,42,166599.00,0.26,United States,Seattle,1110,3,null
E04379,Scarlett Rodriguez,Sr. Analyst,Finance,Manufacturing,Female,Latino,60,71699.00,0.00,Brazil,Manaus,1118,3,null
E02872,Liam Jung,Manager,Finance,Corporate,Male,Asian,39,103504.00,0.07,China,Chengdu,1120,3,null
E00417,Athena Carrillo,Analyst II,Finance,Speciality Products,Female,Latino,39,71531.00,0.00,United States,Columbus,1122,3,null
E00013,Elena Vang,Analyst,Finance,Corporate,Female,Asian,52,55859.00,0.00,China,Beijing,1125,3,null
E01095,Isla Lai,Vice President,Finance,Corporate,Female,Asian,37,225558.00,0.33,China,Shanghai,1130,3,null
E02017,Connor Joseph,Director,Human Resources,Corporate,Male,Caucasian,50,174895.00,0.15,United States,Chicago,1116,2,null
E00128,Everleigh Espinoza,Director,Human Resources,Manufacturing,Female,Latino,54,176294.00,0.28,United States,Austin,1133,2,null
E03737,Kennedy Rahman,Vice President,Human Resources,Manufacturing,Female,Asian,49,211291.00,0.37,China,Chongqing,1137,2,null
E00130,Paisley Kang,Vice President,Human Resources,Corporate,Female,Asian,61,196951.00,0.33,China,Beijing,1143,2,null
E04682,Colton Thao,Manager,Human Resources,Manufacturing,Male,Asian,55,125936.00,0.08,China,Chongqing,1146,2,null
E00431,Skylar Doan,Sr. Business Partner,Human Resources,Research & Development,Female,Asian,58,93102.00,0.00,United States,Seattle,1160,2,null
E04449,Miles Hsu,Analyst II,Finance,Research & Development,Male,Asian,55,74552.00,0.00,China,Chengdu,1153,3,null
E03907,Camila Watson,Vice President,Finance,Speciality Products,Female,Caucasian,32,190253.00,0.33,United States,Austin,1158,3,null
E03583,Brooks Marquez,Vice President,Sales,Corporate,Male,Latino,61,201464.00,0.37,United States,Chicago,1115,7,null
E03849,Evelyn Jung,Analyst,Sales,Research & Development,Female,Asian,30,48340.00,0.00,China,Beijing,1134,7,null
E02783,Levi Mendez,Vice President,Sales,Research & Development,Male,Latino,39,249506.00,0.30,Brazil,Rio de Janerio,1138,7,null
E00957,Genesis Perry,Sr. Manger,Sales,Corporate,Female,Caucasian,46,149712.00,0.14,United States,Columbus,1147,7,null
E01533,Avery Bailey,Sr. Analyst,Sales,Speciality Products,Female,Caucasian,49,86658.00,0.00,United States,Phoenix,1152,7,null
E01501,Hudson Liu,Engineering Manager,Engineering,Speciality Products,Male,Asian,34,110054.00,0.15,United States,Miami,1161,4,null
E01141,Gianna Williams,Quality Engineer,Engineering,Research & Development,Female,Black,27,95786.00,0.00,United States,Chicago,1162,4,null
E02942,Daniel Richardson,Director,Engineering,Speciality Products,Male,Caucasian,30,184368.00,0.29,United States,Austin,1166,4,null
E00769,Jose Kang,Engineering Manager,Engineering,Corporate,Male,Asian,57,95061.00,0.10,China,Shanghai,1193,4,null
E00715,Elijah Kang,Vice President,Engineering,Manufacturing,Male,Asian,35,245482.00,0.39,United States,Seattle,1203,4,null
E04288,Ella White,Development Engineer,Engineering,Manufacturing,Female,Caucasian,25,71359.00,0.00,United States,Phoenix,1204,4,null
E02421,Jordan Truong,Director,Engineering,Speciality Products,Male,Asian,45,183161.00,0.22,United States,Miami,1205,4,null
E03615,Daniel Dixon,Operations Engineer,Engineering,Speciality Products,Male,Caucasian,51,95639.00,0.00,United States,Austin,1207,4,null
E00085,Isla Wong,Vice President,Accounting,Corporate,Female,Asian,56,190815.00,0.40,United States,Austin,1169,5,null
E00568,Ava Garza,Director,Accounting,Manufacturing,Female,Latino,27,174097.00,0.21,United States,Phoenix,1174,5,null
E01486,Mason Cho,Vice President,Accounting,Research & Development,Male,Asian,59,192213.00,0.40,United States,Chicago,1210,5,null
E03689,Wesley Gray,Sr. Analyst,Accounting,Speciality Products,Male,Caucasian,62,76906.00,0.00,United States,Seattle,1213,5,null
E04130,Elias Figueroa,Sr. Manger,Finance,Corporate,Male,Latino,45,144754.00,0.15,United States,Phoenix,1167,3,null
E01546,Maria Hong,Vice President,Finance,Speciality Products,Female,Asian,43,249686.00,0.31,China,Chongqing,1178,3,null
E00941,Sophie Ali,Analyst,Finance,Manufacturing,Female,Asian,55,50475.00,0.00,United States,Columbus,1179,3,null
E03394,Joseph Ly,Vice President,Marketing,Speciality Products,Male,Asian,40,242919.00,0.31,China,Chongqing,1165,6,null
E04630,Maria Griffin,Manager,Marketing,Manufacturing,Female,Caucasian,59,129708.00,0.05,United States,Miami,1176,6,null
E00672,Mila Pena,Sr. Business Partner,Human Resources,Manufacturing,Female,Latino,45,93840.00,0.00,Brazil,Manaus,1171,2,null
E03506,Jaxson Mai,Vice President,Human Resources,Research & Development,Male,Asian,48,197367.00,0.39,United States,Austin,1173,2,null
E01584,Carter Mejia,Sr. Manger,Human Resources,Research & Development,Male,Latino,29,125828.00,0.15,Brazil,Sao Paulo,1189,2,null
E02489,Ethan Clark,Sr. Business Partner,Human Resources,Manufacturing,Male,Caucasian,33,92610.00,0.00,United States,Columbus,1190,2,null
E02761,Luca Duong,Manager,Human Resources,Research & Development,Male,Asian,48,120660.00,0.07,China,Chengdu,1208,2,null
E00874,Alexander Choi,Manager,Marketing,Research & Development,Male,Asian,55,102270.00,0.10,United States,Chicago,1177,6,null
E03446,Julian Ross,Manager,Marketing,Research & Development,Male,Caucasian,51,100099.00,0.08,United States,Miami,1180,6,null
E01631,Leilani Yee,Sr. Analyst,Marketing,Speciality Products,Female,Asian,47,70996.00,0.00,China,Chengdu,1182,6,null
E03719,Jack Brown,Analyst,Marketing,Corporate,Male,Caucasian,55,40752.00,0.00,United States,Phoenix,1183,6,null
E02803,Eli Soto,Analyst,Marketing,Speciality Products,Male,Latino,38,50784.00,0.00,Brazil,Rio de Janerio,1188,6,null
E02254,Jaxson Sandoval,Sr. Analyst,Sales,Speciality Products,Male,Latino,61,90855.00,0.00,Brazil,Sao Paulo,1163,7,null
E02848,Emma Brooks,Sr. Account Representative,Sales,Research & Development,Female,Caucasian,30,89458.00,0.00,United States,Austin,1168,7,null
E03956,Everly Walker,Sr. Manger,Sales,Research & Development,Female,Caucasian,62,137995.00,0.14,United States,Austin,1170,7,null
E03189,Asher Jackson,Sr. Manger,Sales,Speciality Products,Male,Caucasian,50,123405.00,0.13,United States,Columbus,1191,7,null
E03560,Ayla Ng,Account Representative,Sales,Manufacturing,Female,Asian,46,73004.00,0.00,China,Beijing,1192,7,null
E02791,Aubrey Romero,Director,Sales,Corporate,Female,Latino,49,160832.00,0.30,United States,Phoenix,1194,7,null
E01002,Elias Ali,Manager,Sales,Corporate,Male,Asian,28,127543.00,0.06,China,Shanghai,1196,7,null
E00752,Luna Liu,Vice President,Sales,Manufacturing,Female,Asian,36,218530.00,0.30,China,Shanghai,1198,7,null
E02183,Sarah Ayala,Analyst,Sales,Corporate,Female,Latino,47,41429.00,0.00,United States,Seattle,1202,7,null
E02121,Levi Brown,Sr. Analyst,Sales,Corporate,Male,Black,36,75119.00,0.00,United States,Chicago,1209,7,null
E00725,Nova Herrera,Account Representative,Sales,Speciality Products,Female,Latino,45,65047.00,0.00,Brazil,Sao Paulo,1211,7,null
E03027,Elijah Watson,Sr. Manger,Sales,Manufacturing,Male,Caucasian,29,151413.00,0.15,United States,Seattle,1212,7,null
E01286,Mateo Mendez,Development Engineer,Engineering,Research & Development,Male,Latino,47,99091.00,0.00,United States,Austin,1215,4,null
E01409,Jose Molina,Controls Engineer,Engineering,Manufacturing,Male,Latino,40,113987.00,0.00,Brazil,Manaus,1216,4,null
E00917,Skylar Bell,Vice President,Engineering,Manufacturing,Female,Caucasian,30,255431.00,0.36,United States,Columbus,1221,4,null
E02813,Kai Chow,Engineering Manager,Engineering,Corporate,Male,Asian,45,95743.00,0.15,United States,Austin,1228,4,null
E02031,Melody Cooper,Development Engineer,Engineering,Research & Development,Female,Caucasian,44,89695.00,0.00,United States,Austin,1229,4,null
E03268,Emilia Rivera,Test Engineer,Engineering,Research & Development,Female,Latino,42,96023.00,0.00,United States,Miami,1236,4,null
E01263,Adam Espinoza,Test Engineer,Engineering,Manufacturing,Male,Latino,36,60055.00,0.00,United States,Seattle,1242,4,null
E00119,Jack Maldonado,Director,Engineering,Research & Development,Male,Latino,31,189290.00,0.22,Brazil,Sao Paulo,1243,4,null
E03547,Owen Han,Analyst,Accounting,Corporate,Male,Asian,28,52069.00,0.00,China,Chongqing,1232,5,null
E04742,Kinsley Vega,Vice President,Accounting,Corporate,Female,Latino,33,258426.00,0.40,Brazil,Rio de Janerio,1233,5,null
E04359,Greyson Lam,Vice President,Accounting,Manufacturing,Male,Asian,25,198243.00,0.31,United States,Miami,1235,5,null
E00276,Ezekiel Jordan,Sr. Manger,Accounting,Corporate,Male,Caucasian,33,144231.00,0.14,United States,Columbus,1239,5,null
E04890,Eleanor Chan,Sr. Manger,Accounting,Manufacturing,Female,Asian,49,129124.00,0.12,China,Shanghai,1248,5,null
E01921,Sarah Daniels,Sr. Manger,Accounting,Manufacturing,Female,Caucasian,55,138521.00,0.10,United States,Miami,1252,5,null
E00626,Luna Simmons,Sr. Analyst,Finance,Corporate,Female,Caucasian,28,95045.00,0.00,United States,Chicago,1217,3,null
E03904,Hunter Ortiz,Sr. Analyst,Finance,Corporate,Male,Latino,46,86061.00,0.00,Brazil,Rio de Janerio,1219,3,null
E03864,Ella Hunter,Analyst,Finance,Manufacturing,Female,Caucasian,51,53799.00,0.00,United States,Columbus,1223,3,null
E03252,James Bui,Manager,Finance,Manufacturing,Male,Asian,64,122753.00,0.09,China,Chongqing,1230,3,null
E01070,Leonardo Martin,Manager,Finance,Speciality Products,Male,Black,51,125375.00,0.09,United States,Chicago,1234,3,null
E02810,Layla Torres,Sr. Manger,Finance,Manufacturing,Female,Latino,37,157474.00,0.11,Brazil,Rio de Janerio,1246,3,null
E00842,John Vega,Vice President,Finance,Corporate,Male,Latino,50,247939.00,0.35,Brazil,Rio de Janerio,1250,3,null
E01970,Vivian Barnes,Director,Human Resources,Research & Development,Female,Caucasian,51,180687.00,0.19,United States,Phoenix,1227,2,null
E04871,Liam Grant,Sr. Business Partner,Human Resources,Research & Development,Male,Caucasian,30,93734.00,0.00,United States,Phoenix,1231,2,null
E01687,Luke Mai,HRIS Analyst,Human Resources,Research & Development,Male,Asian,41,51630.00,0.00,China,Beijing,1240,2,null
E04167,Henry Alvarez,Sr. Business Partner,Human Resources,Manufacturing,Male,Latino,48,87158.00,0.00,Brazil,Manaus,1256,2,null
E00976,Zoe Rodriguez,Director,Human Resources,Speciality Products,Female,Latino,65,153938.00,0.20,United States,Phoenix,1258,2,null
E01412,Eva Jenkins,Sr. Manger,Human Resources,Manufacturing,Female,Black,55,142318.00,0.14,United States,Chicago,1262,2,null
E04386,Cameron Powell,Business Partner,Human Resources,Manufacturing,Male,Black,41,49186.00,0.00,United States,Austin,1263,2,null
E04103,Isabella Soto,Vice President,Finance,Corporate,Female,Latino,27,255369.00,0.33,Brazil,Sao Paulo,1261,3,null
E04342,Samantha Barnes,Vice President,Marketing,Speciality Products,Female,Caucasian,29,190401.00,0.37,United States,Columbus,1218,6,null
E04035,Penelope Johnson,Sr. Analyst,Marketing,Research & Development,Female,Caucasian,34,83066.00,0.00,United States,Chicago,1237,6,null
E01860,Jack Edwards,Manager,Marketing,Manufacturing,Male,Caucasian,38,126856.00,0.06,United States,Columbus,1247,6,null
E02453,Dylan Kumar,Sr. Analyst,Marketing,Speciality Products,Male,Asian,55,93343.00,0.00,China,Chongqing,1899,6,null
E01291,Thomas Aguilar,Sr. Account Representative,Sales,Speciality Products,Male,Latino,45,79882.00,0.00,United States,Phoenix,1220,7,null
E00488,Emery Hunter,Sr. Analyst,Sales,Corporate,Female,Caucasian,28,82739.00,0.00,United States,Phoenix,1224,7,null
E04802,Lucy Fong,Sr. Account Representative,Sales,Corporate,Female,Asian,40,96719.00,0.00,China,Chengdu,1226,7,null
E01221,Eva Figueroa,Analyst II,Sales,Research & Development,Female,Latino,48,61216.00,0.00,United States,Seattle,1238,7,null
E02844,Charles Diaz,Sr. Manger,Sales,Corporate,Male,Latino,55,124129.00,0.15,Brazil,Sao Paulo,1241,7,null
E00742,Cooper Mitchell,Manager,Sales,Speciality Products,Male,Caucasian,43,117518.00,0.07,United States,Seattle,1245,7,null
E02285,Aria Xi,Director,Sales,Research & Development,Female,Asian,45,165181.00,0.16,United States,Seattle,1249,7,null
E03273,Daniel Shah,Analyst II,Sales,Research & Development,Male,Asian,41,72425.00,0.00,China,Beijing,1669,7,null
E02415,Penelope Gonzalez,Sr. Analyst,Sales,Corporate,Female,Latino,52,93103.00,0.00,United States,Phoenix,1670,7,null
E04887,Emery Do,Account Representative,Sales,Research & Development,Female,Asian,40,55457.00,0.00,United States,Columbus,1675,7,null
E03170,Autumn Thao,Account Representative,Sales,Manufacturing,Female,Asian,63,72340.00,0.00,United States,Phoenix,1676,7,null
E01091,Carter Reed,Development Engineer,Engineering,Manufacturing,Male,Black,40,74412.00,0.00,United States,Seattle,1269,4,null
E02378,Audrey Smith,Field Engineer,Engineering,Research & Development,Female,Caucasian,58,70189.00,0.00,United States,Columbus,1272,4,null
E04332,Ezra Simmons,Automation Engineer,Engineering,Speciality Products,Male,Caucasian,38,78237.00,0.00,United States,Phoenix,1277,4,null
E03438,Asher Morales,Automation Engineer,Engineering,Research & Development,Male,Latino,52,88272.00,0.00,Brazil,Sao Paulo,1283,4,null
E02944,Joshua Fong,Vice President,Engineering,Speciality Products,Male,Asian,47,222941.00,0.39,China,Beijing,1285,4,null
E02148,Christopher Vega,Engineering Manager,Engineering,Research & Development,Male,Latino,54,106313.00,0.15,United States,Chicago,1291,4,null
E02838,Julia Pham,Engineering Manager,Engineering,Speciality Products,Female,Asian,65,83756.00,0.14,China,Shanghai,1295,4,null
E01309,Everleigh Jiang,Director,Accounting,Research & Development,Female,Asian,58,173071.00,0.29,United States,Columbus,1271,5,null
